condition,seed,round,prototype_update_idx,prototype_update_norm,theta_0_a0,theta_0_a1,theta_1_a0,theta_1_a1,p_0_cooperate,p_0_defect,p_1_cooperate,p_1_defect
main,42,174,34,0.039129948733906926,0.2513893986926537,-0.25138939869265414,0.255856047803548,-0.25585604780354865,0.6231121363399489,0.3768878636600511,0.6252077438042759,0.3747922561957242
main,42,179,35,0.0,0.2513893986926537,-0.25138939869265414,0.255856047803548,-0.25585604780354865,0.6231121363399489,0.3768878636600511,0.6252077438042759,0.3747922561957242
main,42,184,36,0.17427897639773676,0.1641002894500708,-0.16410028945007124,0.1688664379943422,-0.16886643799434287,0.5813214856652238,0.4186785143347761,0.5836397065090679,0.41636029349093207
main,42,189,37,0.15878378211031488,0.08455071765127983,-0.08455071765128026,0.08963254147740334,-0.089632541477404,0.5421749063647555,0.4578250936352446,0.544696637316731,0.455303362683269
main,42,194,38,0.01156908192703638,0.07867151007687098,-0.07867151007687143,0.08394424238063868,-0.08394424238063934,0.5392548030736749,0.4607451969263251,0.5418738108661808,0.45812618913381925
main,42,199,39,0.021151194027312182,0.06751739779042124,-0.06751739779042168,0.07398069464442672,-0.07398069464442741,0.5337074948036948,0.46629250519630516,0.5369230102474946,0.4630769897525055
main,42,204,40,0.20443682491715415,-0.03633084462900235,0.03633084462900191,-0.026581476361872677,0.02658147636187197,0.4818425658316093,0.5181574341683907,0.4867123912352032,0.5132876087647967
main,42,209,41,0.0,-0.03633084462900235,0.03633084462900191,-0.026581476361872677,0.02658147636187197,0.4818425658316093,0.5181574341683907,0.4867123912352032,0.5132876087647967
main,42,214,42,0.17716606234226256,-0.12521356671964814,0.12521356671964773,-0.11486379926226001,0.11486379926225931,0.43771836981050116,0.5622816301894988,0.4428193540720307,0.5571806459279693
main,42,219,43,0.02854709210611123,-0.11129567129955226,0.11129567129955184,-0.1002432513610125,0.10024325136101181,0.44458079645491255,0.5554192035450874,0.4500455881229025,0.5499544118770974
main,42,224,44,0.07703044361362046,-0.07262599158434735,0.07262599158434693,-0.06188310938553159,0.06188310938553091,0.4637507145125451,0.5362492854874548,0.4690978819917911,0.5309021180082089
main,42,229,45,0.045828316595422504,-0.09596354311300989,0.09596354311300949,-0.08436590257570613,0.08436590257570548,0.45216497597833033,0.5478350240216697,0.4579168451327615,0.5420831548672386
main,42,234,46,0.07146746753137283,-0.060634129244178846,0.06063412924417843,-0.04823237280959053,0.04823237280958985,0.4697200343598738,0.5302799656401262,0.4759024972009657,0.5240975027990343
main,42,239,47,0.09848983436028613,-0.11161098755022586,0.11161098755022542,-0.0956821742149021,0.09568217421490141,0.4444250806309827,0.5555749193690173,0.4523043765254402,0.5476956234745597
main,42,244,48,0.11961617043825937,-0.0517318407954116,0.05173184079541117,-0.03594523506438338,0.03594523506438271,0.47415712891079,0.52584287108921,0.48203511903566926,0.5179648809643307
main,42,249,49,0.05556892576547809,-0.023740105844143603,0.023740105844143173,-0.008369602165344256,0.00836960216534359,0.4881321765334248,0.5118678234665751,0.49581529663003077,0.5041847033699692
main,42,254,50,0.0036832627562535625,-0.022802762913460943,0.022802762913460534,-0.005939663792442269,0.005939663792441603,0.48860059424257557,0.5113994057574245,0.49703020302811923,0.5029697969718808
main,42,259,51,0.04918623924101706,-0.048091997400582634,0.048091997400582225,-0.029816382251909395,0.02981638225190872,0.4759725223496656,0.5240274776503344,0.48509622518029794,0.5149037748197021
main,42,264,52,0.04854704373770283,-0.07225483290329687,0.07225483290329646,-0.0542000880470503,0.05420008804704962,0.46393532339918125,0.5360646766008187,0.4729264616418271,0.5270735383581728
main,42,269,53,0.09307198587950358,-0.11996498154345256,0.11996498154345216,-0.09953152299578655,0.09953152299578585,0.4403036103012407,0.5596963896987593,0.45039792514447125,0.5496020748555287
main,42,274,54,0.06488425607355047,-0.08710669918047953,0.08710669918047911,-0.06751095736580162,0.06751095736580096,0.45655647190865184,0.5434435280913481,0.46629571077484777,0.5337042892251521
main,42,279,55,0.08871625879633438,-0.13223244688641098,0.13223244688641056,-0.11108794878776318,0.11108794878776251,0.43426645689435756,0.5657335431056424,0.4446833841199062,0.5553166158800937
main,42,284,56,0.030148639767393667,-0.14802011918913996,0.14802011918913954,-0.1254134380699371,0.12541343806993643,0.42652576398849384,0.573474236011506,0.43761998718858114,0.5623800128114189
main,42,289,57,0.06556110579290292,-0.11520305315843929,0.11520305315843887,-0.09266943902384109,0.09266943902384042,0.4426519520920453,0.5573480479079547,0.45379746152230177,0.5462025384776982
main,42,294,58,0.11075011860778232,-0.06065413757463165,0.06065413757463124,-0.036480381419628186,0.03648038141962754,0.469710066897055,0.5302899331029449,0.4817678964446298,0.5182321035553703
main,42,299,59,0.03861383466889757,-0.07939954042297985,0.07939954042297945,-0.05633293757674855,0.056332937576747885,0.4603834461954348,0.5396165538045652,0.4718632879295435,0.5281367120704565
main,42,304,60,0.09503891159540177,-0.03234767576811145,0.032347675768111046,-0.008350447112838263,0.008350447112837597,0.4838318010401769,0.516168198959823,0.4958248734869412,0.5041751265130587
main,42,309,61,0.12888949119180695,-0.09758243448006693,0.09758243448006654,-0.07199537405626708,0.07199537405626641,0.45136306385556535,0.5486369361444347,0.4640643802990942,0.5359356197009058
main,42,314,62,0.054206649933081476,-0.0708707979653369,0.07087079796533652,-0.04450594111943182,0.04450594111943115,0.464623808839488,0.535376191160512,0.4777617105457879,0.522238289454212
main,42,319,63,0.04017277698137018,-0.09169384571332229,0.0916938457133219,-0.06382760480770085,0.0638276048077002,0.4542811364788533,0.5457188635211467,0.46812946564005314,0.5318705343599468
main,42,324,64,0.03877524568152007,-0.11090355766713357,0.11090355766713318,-0.0833915207112903,0.08339152071128965,0.4447744530898732,0.5552255469101268,0.4584006243418352,0.5415993756581647
main,42,329,65,0.016113331637790457,-0.10356648910939202,0.10356648910939163,-0.07467445966907488,0.07467445966907423,0.4484011072068892,0.5515988927931108,0.46273201660088675,0.5372679833991132
main,42,334,66,0.17814087549591637,-0.016852647363070586,0.016852647363070197,0.016691810971789692,-0.016691810971790344,0.4915744739527528,0.5084255260472472,0.5083451304697937,0.4916548695302064
main,42,339,67,0.08070956349463677,0.023289704675619367,-0.023289704675619756,0.05725791002690327,-0.05725791002690394,0.5116427473650585,0.4883572526349414,0.5285977096141831,0.47140229038581694
main,42,344,68,0.07643850093362083,0.06114679449799395,-0.06114679449799434,0.09583592141513114,-0.09583592141513181,0.5305353502144805,0.46946464978551955,0.5477717964463561,0.45222820355364385
main,42,349,69,0.006500118023058035,0.05701312472688248,-0.05701312472688287,0.09382630916889029,-0.09382630916889095,0.5284757156436526,0.4715242843563474,0.5467759729113371,0.453224027088663
main,42,354,70,0.03018955209750048,0.0706646120918426,-0.070664612091843,0.11023793372736049,-0.11023793372736115,0.5352736128016823,0.4647263871983177,0.5548967709385817,0.44510322906141825
main,42,359,71,0.02799047040173283,0.08378075313664946,-0.08378075313664984,0.1250602163028572,-0.12506021630285788,0.5417926384628345,0.45820736153716546,0.5622061432327374,0.4377938567672625
main,42,364,72,0.007867224920385892,0.07983052461483314,-0.07983052461483353,0.12114329039094629,-0.12114329039094696,0.53983068574034,0.46016931425966007,0.5602770639818752,0.43972293601812484
main,42,369,73,0.007496351091416515,0.07600018235335271,-0.07600018235335311,0.11747912363671582,-0.11747912363671649,0.5379270966261535,0.46207290337384654,0.5584708170273985,0.4415291829726015
main,42,374,74,0.040505238192866076,0.055688617733054065,-0.05568861773305447,0.09728562212742227,-0.09728562212742295,0.5278155607319847,0.47218443926801534,0.5484899299779009,0.4515100700220991
main,42,379,75,0.011895590734930834,0.04809483336354684,-0.048094833363547244,0.09366802922385863,-0.0936680292238593,0.5240288923571095,0.4759711076428906,0.5466975244082517,0.4533024755917482
main,42,384,76,0.010652882434531214,0.041443521174194066,-0.041443521174194475,0.09013221273516199,-0.09013221273516266,0.5207099050720824,0.47929009492791763,0.5449444653793152,0.4550555346206848
main,42,389,77,0.028600292361440738,0.05528755080070942,-0.055287550800709837,0.10487437015122927,-0.10487437015122994,0.5276156434313338,0.47238435656866623,0.5522457813097547,0.4477542186902454
main,42,394,78,0.03242843033206917,0.07146663608220878,-0.0714666360822092,0.12112363925340439,-0.12112363925340505,0.5356726063350089,0.4643273936649911,0.5602673811880834,0.4397326188119166
main,42,399,79,0.014245549716448154,0.0623160574420722,-0.062316057442072616,0.11691237413320901,-0.11691237413320968,0.5311177593732579,0.4688822406267422,0.5581912990277805,0.44180870097221936
