condition,seed,round,prototype_update_idx,prototype_update_norm,theta_0_a0,theta_0_a1,theta_1_a0,theta_1_a1,p_0_cooperate,p_0_defect,p_1_cooperate,p_1_defect
symmetric,42,344,68,0.002376735289301102,-0.0727997461818531,0.07279974618185311,-0.0727997461818531,0.07279974618185311,0.46366429493408584,0.5363357050659141,0.46366429493408584,0.5363357050659141
symmetric,42,349,69,0.00031754504990680744,-0.0726409736568997,0.07264097365689971,-0.0726409736568997,0.07264097365689971,0.4637432628575705,0.5362567371424295,0.4637432628575705,0.5362567371424295
symmetric,42,354,70,0.0006256712382104665,-0.07232813803779446,0.07232813803779448,-0.07232813803779446,0.07232813803779448,0.46389886171503125,0.5361011382849687,0.46389886171503125,0.5361011382849687
symmetric,42,359,71,0.0006151933550412765,-0.07202054136027382,0.07202054136027383,-0.07202054136027382,0.07202054136027383,0.4640518616702776,0.5359481383297224,0.4640518616702776,0.5359481383297224
symmetric,42,364,72,0.0019525669809235587,-0.0729968248507356,0.07299682485073561,-0.0729968248507356,0.07299682485073561,0.46356627740413386,0.5364337225958661,0.46356627740413386,0.5364337225958661
symmetric,42,369,73,0.0019267851174778505,-0.07396021740947452,0.07396021740947453,-0.07396021740947452,0.07396021740947453,0.4630871725517938,0.5369128274482062,0.4630871725517938,0.5369128274482062
symmetric,42,374,74,0.0025080150840518234,-0.0727062098674486,0.07270620986744862,-0.0727062098674486,0.07270620986744862,0.46371081641848017,0.5362891835815198,0.46371081641848017,0.5362891835815198
symmetric,42,379,75,0.004352379900498198,-0.07053001991719951,0.07053001991719952,-0.07053001991719951,0.07053001991719952,0.46479334899440433,0.5352066510055957,0.46479334899440433,0.5352066510055957
symmetric,42,384,76,0.004575177875132997,-0.068242430979633,0.06824243097963302,-0.068242430979633,0.06824243097963302,0.46593165386112617,0.5340683461388738,0.46593165386112617,0.5340683461388738
symmetric,42,389,77,0.004234203114877319,-0.06612532942219435,0.06612532942219436,-0.06612532942219435,0.06612532942219436,0.4669854406394133,0.5330145593605866,0.4669854406394133,0.5330145593605866
symmetric,42,394,78,0.005490225832029407,-0.06887044233820905,0.06887044233820906,-0.06887044233820905,0.06887044233820906,0.46561911940200884,0.5343808805979912,0.46561911940200884,0.5343808805979912
symmetric,42,399,79,0.0005328757964745873,-0.06860400443997175,0.06860400443997176,-0.06860400443997175,0.06860400443997176,0.46575171089401957,0.5342482891059804,0.46575171089401957,0.5342482891059804
